"index";"time";"minutes";"dateTime";"SDM3045X.CurrentDC";"SPD33.CH1_Voltage";"SPD33.CH1_Current";"SPD33.CH1_Power";"SPD33.CH2_Voltage";"SPD33.CH2_Current";"SPD33.CH2_Power"
14827;11859,685;197,6614166667;1674563145,24;0,682676045;5;0,68;3,4;0;0;0
14828;11860,684;197,6780666667;1674563146,259;0,702718136;5;0,68;3,4;0;0;0
14829;11861,684;197,6947333333;1674563147,244;0,683369961;5;0,68;3,4;0;0;0
14830;11862,685;197,7114166667;1674563148,273;0,684022455;5;0,68;3,4;0;0;0
14831;11863,684;197,7280666667;1674563149,275;0,683427205;5;0,68;3,4;0;0;0
14832;11864,685;197,74475;1674563150,228;0,683466764;5;0,68;3,4;0;0;0
14833;11865,684;197,7614;1674563151,277;0,68408668;5;0,68;3,4;0;0;0
14834;11866,684;197,7780666667;1674563152,246;0,684979788;5;0,68;3,4;0;0;0
14835;11867,691;197,79485;1674563153,261;0,685098;5;0,68;3,4;0;0;0
14836;11868,683;197,8113833333;1674563154,278;0,684241194;5;0,68;3,4;0;0;0
14837;11869,684;197,8280666667;1674563155,262;0,685147798;5;0,69;3,45;0;0;0
14838;11870,685;197,84475;1674563156,261;0,536377252;5;0,54;2,7;0;0;0
14839;11871,684;197,8614;1674563157,249;0,450821389;5;0,45;2,25;0;0;0
14840;11872,684;197,8780666667;1674563158,252;0,449816585;5;0,45;2,25;0;0;0
14841;11873,684;197,8947333333;1674563159,288;0,449242278;5;0,45;2,25;0;0;0
14842;11874,684;197,9114;1674563160,253;0,448764775;5;0,45;2,25;0;0;0
14843;11875,685;197,9280833333;1674563161,252;0,675225883;5;0,67;3,35;0;0;0
14844;11876,684;197,9447333333;1674563162,283;0,675820202;5;0,68;3,4;0;0;0
14845;11877,684;197,9614;1674563163,252;0,674699513;5;0,67;3,35;0;0;0
14846;11878,684;197,9780666667;1674563164,255;0,675553992;5;0,68;3,4;0;0;0
14847;11879,684;197,9947333333;1674563165,269;0,675793209;5;0,67;3,35;0;0;0
14848;11880,684;198,0114;1674563166,243;0,675806705;5;0,68;3,4;0;0;0
14849;11881,684;198,0280666667;1674563167,271;0,67735603;5;0,68;3,4;0;0;0
14850;11882,684;198,0447333333;1674563168,286;0,676255353;5;0,68;3,4;0;0;0
14851;11883,684;198,0614;1674563169,253;0,677079581;5;0,68;3,4;0;0;0
14852;11884,684;198,0780666667;1674563170,23;0,679069176;5;0,68;3,4;0;0;0
14853;11885,684;198,0947333333;1674563171,253;0,675915144;5;0,68;3,4;0;0;0
14854;11886,684;198,1114;1674563172,286;0,538169516;5;0,54;2,7;0;0;0
14855;11887,685;198,1280833333;1674563173,254;0,449749567;5;0,45;2,25;0;0;0
14856;11888,684;198,1447333333;1674563174,239;0,448581872;5;0,45;2,25;0;0;0
14857;11889,684;198,1614;1674563175,225;0,449414943;5;0,45;2,25;0;0;0
14858;11890,687;198,1781166667;1674563176,255;0,448409208;5;0,45;2,25;0;0;0
14859;11891,686;198,1947666667;1674563177,239;0,670286102;5;0,67;3,35;0;0;0
14860;11892,684;198,2114;1674563178,255;0,671373747;5;0,67;3,35;0;0;0
14861;11893,684;198,2280666667;1674563179,272;0,671757239;5;0,67;3,35;0;0;0
14862;11894,684;198,2447333333;1674563180,29;0,673809663;5;0,67;3,35;0;0;0
14863;11895,684;198,2614;1674563181,227;0,674583628;5;0,67;3,35;0;0;0
14864;11896,688;198,2781333333;1674563182,243;0,676749611;5;0,67;3,35;0;0;0
14865;11897,684;198,2947333333;1674563183,274;0,675055546;5;0,67;3,35;0;0;0
14866;11898,685;198,3114166667;1674563184,261;0,674643665;5;0,68;3,4;0;0;0
14867;11899,684;198,3280666667;1674563185,23;0,6730478;5;0,68;3,4;0;0;0
14868;11900,684;198,3447333333;1674563186,247;0,676478746;5;0,68;3,4;0;0;0
14869;11901,684;198,3614;1674563187,231;0,53861351;5;0,55;2,75;0;0;0
14870;11902,684;198,3780666667;1674563188,262;0,4504123;5;0,45;2,25;0;0;0
14871;11903,684;198,3947333333;1674563189,277;0,449716523;5;0,45;2,25;0;0;0
14872;11904,684;198,4114;1674563190,265;0,449132909;5;0,45;2,25;0;0;0
14873;11905,695;198,42825;1674563191,251;0,448622362;5;0,45;2,25;0;0;0
14874;11906,684;198,4447333333;1674563192,284;0,665081041;5;0,45;2,25;0;0;0
14875;11907,685;198,4614166667;1674563193,224;0,666171013;5;0,67;3,35;0;0;0
14876;11908,684;198,4780666667;1674563194,253;0,668406806;5;0,67;3,35;0;0;0
14877;11909,685;198,49475;1674563195,301;0,673093409;5;0,67;3,35;0;0;0
14878;11910,684;198,5114;1674563196,255;0,667169767;5;0,67;3,35;0;0;0
14879;11911,684;198,5280666667;1674563197,256;0,6681513;5;0,67;3,35;0;0;0
14880;11912,684;198,5447333333;1674563198,26;0,668862901;5;0,67;3,35;0;0;0
14881;11913,684;198,5614;1674563199,264;0,668559458;5;0,67;3,35;0;0;0
14882;11914,684;198,5780666667;1674563200,241;0,667895329;5;0,67;3,35;0;0;0
14883;11915,684;198,5947333333;1674563201,264;0,66899461;5;0,67;3,35;0;0;0
14884;11916,685;198,6114166667;1674563202,254;0,66736384;5;0,67;3,35;0;0;0
14885;11917,684;198,6280666667;1674563203,224;0,450108392;5;0,54;2,7;0;0;0
14886;11918,685;198,64475;1674563204,263;0,450174479;5;0,45;2,25;0;0;0
14887;11919,684;198,6614;1674563205,248;0,449056583;5;0,45;2,25;0;0;0
14888;11920,684;198,6780666667;1674563206,234;0,44900725;5;0,45;2,25;0;0;0
14889;11921,684;198,6947333333;1674563207,269;0,448842032;5;0,45;2,25;0;0;0
14890;11922,684;198,7114;1674563208,252;0,666171013;5;0,67;3,35;0;0;0
14891;11923,684;198,7280666667;1674563209,239;0,667100422;5;0,67;3,35;0;0;0
14892;11924,684;198,7447333333;1674563210,272;0,667195364;5;0,67;3,35;0;0;0
14893;11925,684;198,7614;1674563211,256;0,666869117;5;0,67;3,35;0;0;0
14894;11926,686;198,7781;1674563212,242;0,66793675;5;0,67;3,35;0;0;0
14895;11927,685;198,79475;1674563213,271;0,668239262;5;0,67;3,35;0;0;0
14896;11928,684;198,8114;1674563214,258;0,668567836;5;0,67;3,35;0;0;0
14897;11929,684;198,8280666667;1674563215,225;0,668470567;5;0,67;3,35;0;0;0
14898;11930,685;198,84475;1674563216,258;0,668770286;5;0,67;3,35;0;0;0
14899;11931,685;198,8614166667;1674563217,257;0,669583344;5;0,67;3,35;0;0;0
14900;11932,684;198,8780666667;1674563218,227;0,537875847;5;0,67;3,35;0;0;0
14901;11933,685;198,89475;1674563219,258;0,450616612;5;0,54;2,7;0;0;0
14902;11934,683;198,9113833333;1674563220,289;0,44908823;5;0,45;2,25;0;0;0
14903;11935,688;198,9281333333;1674563221,258;0,448875541;5;0,45;2,25;0;0;0
14904;11936,684;198,9447333333;1674563222,228;0,448351033;5;0,45;2,25;0;0;0
14905;11937,684;198,9614;1674563223,262;0,665464998;5;0,45;2,25;0;0;0
14906;11938,684;198,9780666667;1674563224,292;0,666688541;5;0,67;3,35;0;0;0
14907;11939,684;198,9947333333;1674563225,26;0,668162936;5;0,67;3,35;0;0;0
14908;11940,685;199,0114166667;1674563226,263;0,66718466;5;0,67;3,35;0;0;0
14909;11941,684;199,0280666667;1674563227,25;0,66632413;5;0,67;3,35;0;0;0
14910;11942,684;199,0447333333;1674563228,233;0,667754778;5;0,67;3,35;0;0;0
14911;11943,684;199,0614;1674563229,265;0,669796964;5;0,67;3,35;0;0;0
14912;11944,695;199,07825;1674563230,266;0,669083036;5;0,67;3,35;0;0;0
14913;11945,684;199,0947333333;1674563231,251;0,667378732;5;0,67;3,35;0;0;0
14914;11946,684;199,1114;1674563232,285;0,669212883;5;0,67;3,35;0;0;0
14915;11947,684;199,1280666667;1674563233,254;0,667617484;5;0,67;3,35;0;0;0
14916;11948,684;199,1447333333;1674563234,253;0,537210322;5;0,54;2,7;0;0;0
14917;11949,684;199,1614;1674563235,253;0,449040294;5;0,45;2,25;0;0;0
14918;11950,684;199,1780666667;1674563236,229;0,449816585;5;0,45;2,25;0;0;0
14919;11951,684;199,1947333333;1674563237,253;0,449368402;5;0,45;2,25;0;0;0
14920;11952,684;199,2114;1674563239,519;0,447824197;5;0,45;2,25;0;0;0
14921;11954,121;199,23535;1674563239,677;0,672456739;5;0,67;3,35;0;0;0
14922;11954,684;199,2447333333;1674563240,241;0,673226514;5;0,67;3,35;0;0;0
14923;11955,684;199,2614;1674563241,287;0,673935787;5;0,67;3,35;0;0;0
14924;11956,684;199,2780666667;1674563242,256;0,675118375;5;0,67;3,35;0;0;0
14925;11957,684;199,2947333333;1674563243,255;0,674440284;5;0,67;3,35;0;0;0
14926;11958,686;199,3114333333;1674563244,288;0,673114352;5;0,67;3,35;0;0;0
14927;11959,684;199,3280666667;1674563245,258;0,674577112;5;0,67;3,35;0;0;0
14928;11960,684;199,3447333333;1674563246,244;0,674166627;5;0,67;3,35;0;0;0
14929;11961,684;199,3614;1674563247,267;0,675099759;5;0,67;3,35;0;0;0
14930;11962,684;199,3780666667;1674563248,252;0,674815398;5;0,67;3,35;0;0;0
14931;11963,684;199,3947333333;1674563249,238;0,538833646;5;0,67;3,35;0;0;0
14932;11964,684;199,4114;1674563250,253;0,450366225;5;0,45;2,25;0;0;0
14933;11965,684;199,4280666667;1674563251,299;0,449750498;5;0,45;2,25;0;0;0
14934;11966,684;199,4447333333;1674563252,225;0,448825278;5;0,45;2,25;0;0;0
14935;11967,685;199,4614166667;1674563253,251;0,448119262;5;0,45;2,25;0;0;0
14936;11968,685;199,4780833333;1674563254,281;0,666823973;5;0,45;2,25;0;0;0
14937;11969,684;199,4947333333;1674563255,219;0,667957228;5;0,67;3,35;0;0;0
14938;11970,688;199,5114666667;1674563256,283;0,667099956;5;0,67;3,35;0;0;0
14939;11971,684;199,5280666667;1674563257,261;0,667800387;5;0,67;3,35;0;0;0
14940;11972,684;199,5447333333;1674563258,23;0,667666351;5;0,67;3,35;0;0;0
14941;11973,684;199,5614;1674563259,275;0,66850361;5;0,67;3,35;0;0;0
14942;11974,685;199,5780833333;1674563260,258;0,668843819;5;0,67;3,35;0;0;0
14943;11975,684;199,5947333333;1674563261,24;0,669738323;5;0,67;3,35;0;0;0
14944;11976,684;199,6114;1674563262,266;0,670327057;5;0,67;3,35;0;0;0
14945;11977,684;199,6280666667;1674563263,25;0,670023615;5;0,67;3,35;0;0;0
14946;11978,684;199,6447333333;1674563264,253;0,66867069;5;0,67;3,35;0;0;0
14947;11979,685;199,6614166667;1674563265,268;0,538619095;5;0,54;2,7;0;0;0
14948;11980,684;199,6780666667;1674563266,258;0,45073017;5;0,45;2,25;0;0;0
14949;11981,684;199,6947333333;1674563267,243;0,449142682;5;0,45;2,25;0;0;0
14950;11982,684;199,7114;1674563268,258;0,449659744;5;0,45;2,25;0;0;0
14951;11983,684;199,7280666667;1674563269,261;0,448344517;5;0,45;2,25;0;0;0
14952;11984,685;199,74475;1674563270,25;0,681911855;5;0,68;3,4;0;0;0
14953;11985,684;199,7614;1674563271,29;0,682318616;5;0,68;3,4;0;0;0
14954;11986,684;199,7780666667;1674563272,261;0,68277983;5;0,68;3,4;0;0;0
14955;11987,685;199,79475;1674563273,246;0,683018116;5;0,68;3,4;0;0;0
14956;11988,684;199,8114;1674563274,296;0,684284011;5;0,68;3,4;0;0;0
14957;11989,684;199,8280666667;1674563275,264;0,684414789;5;0,68;3,4;0;0;0
14958;11990,684;199,8447333333;1674563276,251;0,684412927;5;0,68;3,4;0;0;0
14959;11991,684;199,8614;1674563277,27;0,68301672;5;0,68;3,4;0;0;0
14960;11992,685;199,8780833333;1674563278,255;0,683758572;5;0,68;3,4;0;0;0
14961;11993,685;199,89475;1674563279,254;0,683868872;5;0,68;3,4;0;0;0
14962;11994,684;199,9114;1674563280,287;0,684330551;5;0,68;3,4;0;0;0
14963;11995,684;199,9280666667;1674563281,253;0,539584805;5;0,54;2,7;0;0;0
14964;11996,684;199,9447333333;1674563282,239;0,449755617;5;0,47;2,35;0;0;0
14965;11997,684;199,9614;1674563283,287;0,449241347;5;0,45;2,25;0;0;0
14966;11998,684;199,9780666667;1674563284,255;0,448916031;5;0,45;2,25;0;0;0
14967;11999,684;199,9947333333;1674563285,242;0,447973126;5;0,45;2,25;0;0;0
14968;12000,684;200,0114;1674563286,257;0,681269134;5;0,68;3,4;0;0;0
14969;12001,684;200,0280666667;1674563287,289;0,684235609;5;0,68;3,4;0;0;0
14970;12002,684;200,0447333333;1674563288,259;0,683786961;5;0,69;3,45;0;0;0
14971;12003,684;200,0614;1674563289,26;0,683306666;5;0,68;3,4;0;0;0
14972;12004,684;200,0780666667;1674563290,291;0,685158502;5;0,68;3,4;0;0;0
14973;12005,687;200,0947833333;1674563291,244;0,684844355;5;0,68;3,4;0;0;0
14974;12006,684;200,1114;1674563293,544;0,684893223;5;0,68;3,4;0;0;0
14975;12008,146;200,1357666667;1674563293,715;0,68485506;5;0,68;3,4;0;0;0
14976;12008,684;200,1447333333;1674563294,262;0,685107308;5;0,68;3,4;0;0;0
14977;12009,684;200,1614;1674563295,233;0,686755763;5;0,68;3,4;0;0;0
14978;12010,684;200,1780666667;1674563296,265;0,683528663;5;0,69;3,45;0;0;0
14979;12011,695;200,1949166667;1674563297,265;0,496153914;5;0,54;2,7;0;0;0
14980;12012,684;200,2114;1674563298,248;0,44989803;5;0,45;2,25;0;0;0
14981;12013,684;200,2280666667;1674563299,265;0,449461017;5;0,45;2,25;0;0;0
14982;12014,695;200,2449166667;1674563300,235;0,448650752;5;0,45;2,25;0;0;0
14983;12015,684;200,2614;1674563301,27;0,448396642;5;0,45;2,25;0;0;0
14984;12016,684;200,2780666667;1674563302,269;0,68352494;5;0,68;3,4;0;0;0
14985;12017,684;200,2947333333;1674563303,259;0,684259345;5;0,68;3,4;0;0;0
14986;12018,684;200,3114;1674563304,245;0,684559995;5;0,69;3,45;0;0;0
14987;12019,683;200,32805;1674563305,232;0,685202715;5;0,68;3,4;0;0;0
14988;12020,685;200,34475;1674563306,248;0,686044628;5;0,68;3,4;0;0;0
14989;12021,684;200,3614;1674563307,279;0,684698219;5;0,69;3,45;0;0;0
14990;12022,684;200,3780666667;1674563308,25;0,685712331;5;0,69;3,45;0;0;0
14991;12023,684;200,3947333333;1674563309,271;0,687195103;5;0,69;3,45;0;0;0
14992;12024,684;200,4114;1674563310,255;0,686973572;5;0,69;3,45;0;0;0
14993;12025,685;200,4280833333;1674563311,254;0,687686103;5;0,69;3,45;0;0;0
14994;12026,685;200,44475;1674563312,237;0,685677891;5;0,69;3,45;0;0;0
14995;12027,685;200,4614166667;1674563313,284;0,451417104;5;0,54;2,7;0;0;0
14996;12028,684;200,4780666667;1674563314,269;0,450224743;5;0,45;2,25;0;0;0
14997;12029,684;200,4947333333;1674563315,254;0,449526174;5;0,45;2,25;0;0;0
14998;12030,684;200,5114;1674563316,287;0,448356617;5;0,45;2,25;0;0;0
14999;12031,684;200,5280666667;1674563317,258;0,448092734;5;0,45;2,25;0;0;0
15000;12032,684;200,5447333333;1674563318,242;0,665646039;5;0,67;3,35;0;0;0
15001;12033,684;200,5614;1674563319,272;0,663961748;5;0,67;3,35;0;0;0
15002;12034,684;200,5780666667;1674563320,226;0,666564278;5;0,67;3,35;0;0;0
15003;12035,684;200,5947333333;1674563321,26;0,666830488;5;0,67;3,35;0;0;0
15004;12036,687;200,61145;1674563322,276;0,668193187;5;0,67;3,35;0;0;0
15005;12037,69;200,6281666667;1674563323,257;0,667909291;5;0,67;3,35;0;0;0
15006;12038,684;200,6447333333;1674563324,274;0,668572024;5;0,67;3,35;0;0;0
15007;12039,684;200,6614;1674563325,257;0,668794487;5;0,67;3,35;0;0;0
15008;12040,684;200,6780666667;1674563326,245;0,667866474;5;0,67;3,35;0;0;0
15009;12041,684;200,6947333333;1674563327,246;0,668797279;5;0,67;3,35;0;0;0
15010;12042,684;200,7114;1674563328,247;0,537961016;5;0,54;2,7;0;0;0
15011;12043,684;200,7280666667;1674563329,282;0,451600472;5;0,54;2,7;0;0;0
15012;12044,684;200,7447333333;1674563331,597;0,451303546;5;0,45;2,25;0;0;0
15013;12046,199;200,7699833333;1674563331,782;0,448997477;5;0,45;2,25;0;0;0
15014;12046,684;200,7780666667;1674563332,253;0,448417585;5;0,45;2,25;0;0;0
15015;12047,684;200,7947333333;1674563333,233;0,68327083;5;0,68;3,4;0;0;0
15016;12048,684;200,8114;1674563334,265;0,683843275;5;0,68;3,4;0;0;0
15017;12049,696;200,8282666667;1674563335,3;0,683708773;5;0,68;3,4;0;0;0
15018;12050,685;200,84475;1674563336,253;0,683593819;5;0,68;3,4;0;0;0
15019;12051,685;200,8614166667;1674563337,284;0,687219304;5;0,68;3,4;0;0;0
15020;12052,684;200,8780666667;1674563338,252;0,685121735;5;0,68;3,4;0;0;0
15021;12053,684;200,8947333333;1674563339,24;0,684298438;5;0,69;3,45;0;0;0
15022;12054,684;200,9114;1674563340,288;0,684296577;5;0,68;3,4;0;0;0
15023;12055,685;200,9280833333;1674563341,256;0,684705666;5;0,68;3,4;0;0;0
15024;12056,686;200,9447666667;1674563342,242;0,685736997;5;0,68;3,4;0;0;0
15025;12057,684;200,9614;1674563343,273;0,685903611;5;0,69;3,45;0;0;0
15026;12058,685;200,9780833333;1674563344,257;0,538314256;5;0,54;2,7;0;0;0
15027;12059,684;200,9947333333;1674563345,248;0,450624989;5;0,5;2,5;0;0;0
15028;12060,684;201,0114;1674563346,266;0,449592261;5;0,45;2,25;0;0;0
15029;12061,684;201,0280666667;1674563347,25;0,449409358;5;0,45;2,25;0;0;0
15030;12062,684;201,0447333333;1674563348,248;0,448539521;5;0,45;2,25;0;0;0
15031;12063,684;201,0614;1674563349,248;0,68478618;5;0,68;3,4;0;0;0
15032;12064,684;201,0780666667;1674563350,264;0,682381446;5;0,68;3,4;0;0;0
15033;12065,684;201,0947333333;1674563351,248;0,683147964;5;0,68;3,4;0;0;0
15034;12066,684;201,1114;1674563352,28;0,682743063;5;0,68;3,4;0;0;0
15035;12067,684;201,1280666667;1674563353,265;0,684012216;5;0,68;3,4;0;0;0
15036;12068,685;201,14475;1674563354,25;0,68477501;5;0,68;3,4;0;0;0
15037;12069,685;201,1614166667;1674563355,282;0,685089623;5;0,68;3,4;0;0;0
15038;12070,684;201,1780666667;1674563356,25;0,684076441;5;0,68;3,4;0;0;0
15039;12071,684;201,1947333333;1674563357,234;0,684713577;5;0,68;3,4;0;0;0
15040;12072,685;201,2114166667;1674563358,264;0,68545124;5;0,68;3,4;0;0;0
15041;12073,684;201,2280666667;1674563359,259;0,6844967;5;0,69;3,45;0;0;0
15042;12074,683;201,2447166667;1674563360,247;0,538087605;5;0,54;2,7;0;0;0
15043;12075,684;201,2614;1674563361,245;0,4504123;5;0,5;2,5;0;0;0
15044;12076,684;201,2780666667;1674563362,245;0,449642524;5;0,45;2,25;0;0;0
15045;12077,691;201,29485;1674563363,295;0,44999018;5;0,45;2,25;0;0;0
15046;12078,685;201,3114166667;1674563364,233;0,448843428;5;0,45;2,25;0;0;0
15047;12079,685;201,3280833333;1674563365,264;0,674351392;5;0,67;3,35;0;0;0
15048;12080,684;201,3447333333;1674563366,295;0,675076023;5;0,68;3,4;0;0;0
15049;12081,694;201,3615666667;1674563367,252;0,676778;5;0,68;3,4;0;0;0
15050;12082,684;201,3780666667;1674563368,27;0,676082689;5;0,68;3,4;0;0;0
15051;12083,684;201,3947333333;1674563369,251;0,676163204;5;0,68;3,4;0;0;0
15052;12084,684;201,4114;1674563370,238;0,67483541;5;0,68;3,4;0;0;0
15053;12085,684;201,4280666667;1674563371,284;0,677927544;5;0,68;3,4;0;0;0
15054;12086,684;201,4447333333;1674563372,268;0,677724629;5;0,68;3,4;0;0;0
15055;12087,685;201,4614166667;1674563373,269;0,676313063;5;0,68;3,4;0;0;0
15056;12088,684;201,4780666667;1674563374,253;0,677260623;5;0,68;3,4;0;0;0
15057;12089,684;201,4947333333;1674563375,269;0,539901279;5;0,68;3,4;0;0;0
15058;12090,684;201,5114;1674563376,254;0,450572398;5;0,54;2,7;0;0;0
15059;12091,685;201,5280833333;1674563377,255;0,450332251;5;0,45;2,25;0;0;0
15060;12092,684;201,5447333333;1674563378,285;0,448955125;5;0,45;2,25;0;0;0
15061;12093,684;201,5614;1674563379,26;0,448886245;5;0,45;2,25;0;0;0
15062;12094,684;201,5780666667;1674563380,25;0,563196068;5;0,45;2,25;0;0;0
15063;12095,685;201,59475;1674563381,281;0,676700743;5;0,67;3,35;0;0;0
15064;12096,684;201,6114;1674563382,265;0,675034137;5;0,68;3,4;0;0;0
15065;12097,695;201,62825;1674563383,262;0,675502332;5;0,68;3,4;0;0;0
15066;12098,684;201,6447333333;1674563384,246;0,675359454;5;0,68;3,4;0;0;0
15067;12099,692;201,6615333333;1674563385,259;0,676394509;5;0,68;3,4;0;0;0
15068;12100,684;201,6780666667;1674563386,258;0,677612001;5;0,68;3,4;0;0;0
15069;12101,684;201,6947333333;1674563387,257;0,676014275;5;0,68;3,4;0;0;0
15070;12102,684;201,7114;1674563388,259;0,677543122;5;0,68;3,4;0;0;0
15071;12103,685;201,7280833333;1674563389,259;0,67624558;5;0,68;3,4;0;0;0
15072;12104,685;201,74475;1674563390,258;0,677809797;5;0,68;3,4;0;0;0
15073;12105,684;201,7614;1674563391,273;0,538640038;5;0,54;2,7;0;0;0
15074;12106,685;201,7780833333;1674563392,26;0,450198215;5;0,45;2,25;0;0;0
15075;12107,684;201,7947333333;1674563393,259;0,449940382;5;0,45;2,25;0;0;0
15076;12108,684;201,8114;1674563394,247;0,449130582;5;0,45;2,25;0;0;0
15077;12109,684;201,8280666667;1674563395,262;0,449086368;5;0,45;2,25;0;0;0
15078;12110,684;201,8447333333;1674563396,261;0,682375395;5;0,47;2,35;0;0;0
15079;12111,684;201,8614;1674563397,265;0,684680534;5;0,68;3,4;0;0;0
15080;12112,695;201,87825;1674563398,264;0,681689858;5;0,68;3,4;0;0;0
15081;12113,684;201,8947333333;1674563399,283;0,683665026;5;0,68;3,4;0;0;0
15082;12114,685;201,9114166667;1674563400,235;0,683524474;5;0,68;3,4;0;0;0
15083;12115,697;201,9282833333;1674563401,302;0,684850406;5;0,68;3,4;0;0;0
15084;12116,684;201,9447333333;1674563402,24;0,68539865;5;0,68;3,4;0;0;0
15085;12117,684;201,9614;1674563403,265;0,685339078;5;0,68;3,4;0;0;0
15086;12118,684;201,9780666667;1674563404,265;0,68576911;5;0,68;3,4;0;0;0
15087;12119,695;201,9949166667;1674563405,256;0,684649817;5;0,68;3,4;0;0;0
15088;12120,686;202,0114333333;1674563406,254;0,685707677;5;0,69;3,45;0;0;0
15089;12121,685;202,0280833333;1674563407,271;0,53875825;5;0,54;2,7;0;0;0
15090;12122,684;202,0447333333;1674563408,258;0,450136316;5;0,45;2,25;0;0;0
15091;12123,685;202,0614166667;1674563409,266;0,449943174;5;0,45;2,25;0;0;0
15092;12124,696;202,0782666667;1674563410,295;0,44911755;5;0,45;2,25;0;0;0
15093;12125,694;202,0949;1674563411,247;0,449302781;5;0,45;2,25;0;0;0
15094;12126,684;202,1114;1674563412,281;0,448366391;5;0,45;2,25;0;0;0
15095;12127,684;202,1280666667;1674563413,25;0,448098784;5;0,45;2,25;0;0;0
15096;12128,684;202,1447333333;1674563414,282;0,447548679;5;0,45;2,25;0;0;0
15097;12129,684;202,1614;1674563415,249;0,448071326;5;0,45;2,25;0;0;0
15098;12130,684;202,1780666667;1674563416,251;0,447817216;5;0,45;2,25;0;0;0
15099;12131,684;202,1947333333;1674563417,297;0,448001515;5;0,45;2,25;0;0;0
15100;12132,684;202,2114;1674563418,234;0,447764626;5;0,45;2,25;0;0;0
15101;12133,684;202,2280666667;1674563419,266;0,4468906;5;0,45;2,25;0;0;0
15102;12134,696;202,2449333333;1674563420,281;0,446719332;5;0,45;2,25;0;0;0
15103;12135,684;202,2614;1674563421,28;0,446145956;5;0,45;2,25;0;0;0
15104;12136,687;202,2781166667;1674563422,257;0,649057234;5;0,65;3,25;0;0;0
15105;12137,684;202,2947333333;1674563423,275;0,648428476;5;0,65;3,25;0;0;0
15106;12138,689;202,3114833333;1674563424,242;0,647661492;5;0,65;3,25;0;0;0
15107;12139,684;202,3280666667;1674563425,276;0,650594924;5;0,65;3,25;0;0;0
15108;12140,69;202,3448333333;1674563426,259;0,649120994;5;0,65;3,25;0;0;0
15109;12141,685;202,3614166667;1674563427,26;0,649562661;5;0,65;3,25;0;0;0
15110;12142,684;202,3780666667;1674563428,263;0,650993308;5;0,65;3,25;0;0;0
15111;12143,684;202,3947333333;1674563429,265;0,650918844;5;0,65;3,25;0;0;0
15112;12144,696;202,4116;1674563430,266;0,535523703;5;0,53;2,65;0;0;0
15113;12145,684;202,4280666667;1674563431,28;0,449170141;5;0,45;2,25;0;0;0
15114;12146,684;202,4447333333;1674563432,269;0,447436982;5;0,45;2,25;0;0;0
15115;12147,685;202,4614166667;1674563433,272;0,447286192;5;0,45;2,25;0;0;0
15116;12148,684;202,4780666667;1674563434,251;0,447844675;5;0,45;2,25;0;0;0
15117;12149,684;202,4947333333;1674563435,251;0,650072277;5;0,65;3,25;0;0;0
15118;12150,684;202,5114;1674563436,256;0,650420863;5;0,65;3,25;0;0;0
15119;12151,684;202,5280666667;1674563437,252;0,651636029;5;0,65;3,25;0;0;0
15120;12152,684;202,5447333333;1674563438,298;0,650664269;5;0,65;3,25;0;0;0
15121;12153,684;202,5614;1674563439,226;0,651108263;5;0,65;3,25;0;0;0
15122;12154,684;202,5780666667;1674563440,275;0,651066842;5;0,65;3,25;0;0;0
15123;12155,685;202,59475;1674563441,261;0,651346083;5;0,65;3,25;0;0;0
15124;12156,684;202,6114;1674563442,276;0,536478709;5;0,54;2,7;0;0;0
15125;12157,684;202,6280666667;1674563443,263;0,448363133;5;0,54;2,7;0;0;0
15126;12158,684;202,6447333333;1674563444,265;0,448774083;5;0,45;2,25;0;0;0
15127;12159,684;202,6614;1674563445,297;0,44767201;5;0,45;2,25;0;0;0
15128;12160,684;202,6780666667;1674563446,236;0,447754852;5;0,45;2,25;0;0;0
15129;12161,697;202,69495;1674563447,284;0,650747111;5;0,59;2,95;0;0;0
15130;12162,684;202,7114;1674563448,237;0,650930945;5;0,65;3,25;0;0;0
15131;12163,685;202,7280833333;1674563449,272;0,650758746;5;0,65;3,25;0;0;0
15132;12164,684;202,7447333333;1674563450,228;0,650556296;5;0,65;3,25;0;0;0
15133;12165,684;202,7614;1674563451,252;0,650867184;5;0,65;3,25;0;0;0
15134;12166,684;202,7780666667;1674563452,253;0,650305444;5;0,65;3,25;0;0;0
15135;12167,684;202,7947333333;1674563453,255;0,659803377;5;0,65;3,25;0;0;0
15136;12168,685;202,8114166667;1674563454,256;0,651696997;5;0,65;3,25;0;0;0
15137;12169,686;202,8281;1674563455,286;0,501926766;5;0,5;2,5;0;0;0
15138;12170,684;202,8447333333;1674563456,224;0,449693253;5;0,45;2,25;0;0;0
15139;12171,685;202,8614166667;1674563457,271;0,447834436;5;0,45;2,25;0;0;0
15140;12172,684;202,8780666667;1674563458,253;0,447201954;5;0,45;2,25;0;0;0
15141;12173,684;202,8947333333;1674563459,256;0,447018585;5;0,45;2,25;0;0;0
15142;12174,684;202,9114;1674563460,271;0,650466938;5;0,65;3,25;0;0;0
15143;12175,684;202,9280666667;1674563461,287;0,650388751;5;0,65;3,25;0;0;0
15144;12176,684;202,9447333333;1674563462,254;0,651224148;5;0,65;3,25;0;0;0
15145;12177,687;202,96145;1674563463,288;0,652856314;5;0,65;3,25;0;0;0
15146;12178,685;202,9780833333;1674563464,245;0,651830567;5;0,65;3,25;0;0;0
