"index";"time";"minutes";"dateTime";"SDM3045X.CurrentDC";"SPD33.CH1_Voltage";"SPD33.CH1_Current";"SPD33.CH1_Power";"SPD33.CH2_Voltage";"SPD33.CH2_Current";"SPD33.CH2_Power"
6458;4381,531;73,0255166667;1674555667,072;0,666825834;5;0,67;3,35;0;0;0
6459;4382,331;73,03885;1674555667,885;0,668505937;5;0,67;3,35;0;0;0
6460;4383,131;73,0521833333;1674555668,667;0,666422796;5;0,67;3,35;0;0;0
6461;4383,931;73,0655166667;1674555669,473;0,668963893;5;0,67;3,35;0;0;0
6462;4384,731;73,07885;1674555670,269;0,665085695;5;0,67;3,35;0;0;0
6463;4385,532;73,0922;1674555671,053;0,667324746;5;0,67;3,35;0;0;0
6464;4386,331;73,1055166667;1674555671,851;0,666228723;5;0,67;3,35;0;0;0
6465;4387,131;73,11885;1674555672,648;0,668885706;5;0,67;3,35;0;0;0
6466;4387,931;73,1321833333;1674555673,444;0,668176898;5;0,67;3,35;0;0;0
6467;4388,73;73,1455;1674555674,256;0,534801399;5;0,53;2,65;0;0;0
6468;4389,53;73,1588333333;1674555675,054;0,447173099;5;0,45;2,25;0;0;0
6469;4390,331;73,1721833333;1674555675,882;0,446287904;5;0,45;2,25;0;0;0
6470;4391,131;73,1855166667;1674555676,699;0,447784638;5;0,45;2,25;0;0;0
6471;4391,931;73,19885;1674555677,473;0,446258118;5;0,45;2,25;0;0;0
6472;4392,731;73,2121833333;1674555678,271;0,445950487;5;0,45;2,25;0;0;0
6473;4393,531;73,2255166667;1674555679,061;0,656460391;5;0,45;2,25;0;0;0
6474;4394,331;73,23885;1674555679,875;0,657190607;5;0,66;3,3;0;0;0
6475;4395,134;73,2522333333;1674555680,66;0,658088834;5;0,66;3,3;0;0;0
6476;4395,931;73,2655166667;1674555681,463;0,658253587;5;0,66;3,3;0;0;0
6477;4396,731;73,27885;1674555682,261;0,659715416;5;0,66;3,3;0;0;0
6478;4397,531;73,2921833333;1674555683,059;0,658817189;5;0,66;3,3;0;0;0
6479;4398,331;73,3055166667;1674555683,842;0,659909954;5;0,66;3,3;0;0;0
6480;4399,132;73,3188666667;1674555684,654;0,65901545;5;0,66;3,3;0;0;0
6481;4399,931;73,3321833333;1674555685,466;0,658676172;5;0,66;3,3;0;0;0
6482;4400,731;73,3455166667;1674555686,277;0,658635682;5;0,66;3,3;0;0;0
6483;4401,535;73,3589166667;1674555687,074;0,660891022;5;0,66;3,3;0;0;0
6484;4402,333;73,3722166667;1674555687,871;0,660549882;5;0,66;3,3;0;0;0
6485;4403,131;73,3855166667;1674555688,662;0,535050389;5;0,53;2,65;0;0;0
6486;4403,935;73,3989166667;1674555689,443;0,446532705;5;0,45;2,25;0;0;0
6487;4404,731;73,4121833333;1674555690,242;0,446979026;5;0,45;2,25;0;0;0
6488;4405,531;73,4255166667;1674555691,041;0,44596026;5;0,45;2,25;0;0;0
6489;4406,331;73,43885;1674555691,853;0,445897896;5;0,45;2,25;0;0;0
6490;4407,131;73,4521833333;1674555692,65;0,446032863;5;0,44;2,2;0;0;0
6491;4407,93;73,4655;1674555693,479;0,664131154;5;0,44;2,2;0;0;0
6492;4408,737;73,47895;1674555694,276;0,665164348;5;0,67;3,35;0;0;0
6493;4409,535;73,49225;1674555695,073;0,665787521;5;0,67;3,35;0;0;0
6494;4410,331;73,5055166667;1674555695,856;0,666177063;5;0,67;3,35;0;0;0
6495;4411,131;73,51885;1674555696,638;0,667813418;5;0,67;3,35;0;0;0
6496;4411,931;73,5321833333;1674555697,436;0,667204672;5;0,67;3,35;0;0;0
6497;4412,732;73,5455333333;1674555698,279;0,669733203;5;0,67;3,35;0;0;0
6498;4413,538;73,5589666667;1674555699,091;0,669259889;5;0,67;3,35;0;0;0
6499;4414,334;73,5722333333;1674555699,863;0,66712788;5;0,67;3,35;0;0;0
6500;4415,132;73,5855333333;1674555700,662;0,667006876;5;0,67;3,35;0;0;0
6501;4415,936;73,5989333333;1674555701,443;0,667271224;5;0,67;3,35;0;0;0
6502;4416,731;73,6121833333;1674555702,24;0,667583044;5;0,67;3,35;0;0;0
6503;4417,531;73,6255166667;1674555703,054;0,537232196;5;0,55;2,75;0;0;0
6504;4418,33;73,6388333333;1674555703,854;0,496164618;5;0,5;2,5;0;0;0
6505;4419,13;73,6521666667;1674555704,682;0,446503385;5;0,45;2,25;0;0;0
6506;4419,931;73,6655166667;1674555705,472;0,446803569;5;0,45;2,25;0;0;0
6507;4420,731;73,67885;1674555706,301;0,445304043;5;0,45;2,25;0;0;0
6508;4421,532;73,6922;1674555707,066;0,445958864;5;0,45;2,25;0;0;0
6509;4422,331;73,7055166667;1674555707,832;0,486453066;5;0,44;2,2;0;0;0
6510;4423,131;73,71885;1674555708,646;0,658284769;5;0,66;3,3;0;0;0
6511;4423,931;73,7321833333;1674555709,442;0,657370718;5;0,66;3,3;0;0;0
6512;4424,732;73,7455333333;1674555710,286;0,658597519;5;0,66;3,3;0;0;0
6513;4425,531;73,75885;1674555711,083;0,659626058;5;0,66;3,3;0;0;0
6514;4426,331;73,7721833333;1674555711,857;0,658893515;5;0,66;3,3;0;0;0
6515;4427,131;73,7855166667;1674555712,669;0,65834434;5;0,66;3,3;0;0;0
6516;4427,931;73,79885;1674555713,442;0,661236351;5;0,66;3,3;0;0;0
6517;4428,731;73,8121833333;1674555714,239;0,659082003;5;0,66;3,3;0;0;0
6518;4429,531;73,8255166667;1674555715,051;0,659308654;5;0,66;3,3;0;0;0
6519;4430,341;73,8390166667;1674555715,88;0,660139863;5;0,66;3,3;0;0;0
6520;4431,138;73,8523;1674555716,671;0,660364187;5;0,66;3,3;0;0;0
6521;4431,931;73,8655166667;1674555717,45;0,535292398;5;0,6;3;0;0;0
6522;4432,731;73,87885;1674555718,249;0,493430379;5;0,53;2,65;0;0;0
6523;4433,531;73,8921833333;1674555719,052;0,446776111;5;0,45;2,25;0;0;0
6524;4434,341;73,9056833333;1674555719,867;0,44646941;5;0,45;2,25;0;0;0
6525;4435,131;73,91885;1674555720,678;0,446419147;5;0,45;2,25;0;0;0
6526;4435,936;73,9322666667;1674555721,478;0,445846702;5;0,44;2,2;0;0;0
6527;4436,736;73,9456;1674555722,275;0,49370357;5;0,44;2,2;0;0;0
6528;4437,533;73,9588833333;1674555723,073;0,664786906;5;0,66;3,3;0;0;0
6529;4438,332;73,9722;1674555723,87;0,665597637;5;0,67;3,35;0;0;0
6530;4439,131;73,9855166667;1674555724,652;0,66610958;5;0,67;3,35;0;0;0
6531;4439,941;73,9990166667;1674555725,466;0,666746716;5;0,67;3,35;0;0;0
6532;4440,731;74,0121833333;1674555726,243;0,666976159;5;0,67;3,35;0;0;0
6533;4441,531;74,0255166667;1674555727,039;0,666786275;5;0,67;3,35;0;0;0
6534;4442,331;74,03885;1674555727,839;0,668184809;5;0,67;3,35;0;0;0
6535;4443,131;74,0521833333;1674555728,66;0,668249966;5;0,67;3,35;0;0;0
6536;4443,931;74,0655166667;1674555729,459;0,666428846;5;0,67;3,35;0;0;0
6537;4444,731;74,07885;1674555730,276;0,667663559;5;0,67;3,35;0;0;0
6538;4445,534;74,0922333333;1674555731,087;0,66841053;5;0,67;3,35;0;0;0
6539;4446,331;74,1055166667;1674555731,887;0,535795033;5;0,67;3,35;0;0;0
6540;4447,131;74,11885;1674555732,673;0,447871203;5;0,53;2,65;0;0;0
6541;4447,931;74,1321833333;1674555733,456;0,446449398;5;0,45;2,25;0;0;0
6542;4448,731;74,1455166667;1674555735,287;0,446170622;5;0,45;2,25;0;0;0
6543;4449,889;74,1648166667;1674555735,391;0,445432494;5;0,45;2,25;0;0;0
6544;4450,332;74,1722;1674555735,843;0,445624705;5;0,45;2,25;0;0;0
6545;4451,131;74,1855166667;1674555736,64;0,445302181;5;0,44;2,2;0;0;0
6546;4451,932;74,1988666667;1674555737,439;0,657503358;5;0,66;3,3;0;0;0
6547;4452,731;74,2121833333;1674555738,237;0,659164379;5;0,66;3,3;0;0;0
6548;4453,531;74,2255166667;1674555739,08;0,659413835;5;0,66;3,3;0;0;0
6549;4454,338;74,2389666667;1674555739,878;0,658991715;5;0,66;3,3;0;0;0
6550;4455,137;74,2522833333;1674555740,689;0,658728297;5;0,66;3,3;0;0;0
6551;4455,931;74,2655166667;1674555741,475;0,659014985;5;0,66;3,3;0;0;0
6552;4456,734;74,2789;1674555742,273;0,658060445;5;0,66;3,3;0;0;0
6553;4457,531;74,2921833333;1674555743,069;0,66081842;5;0,66;3,3;0;0;0
6554;4458,331;74,3055166667;1674555743,856;0,660370702;5;0,66;3,3;0;0;0
6555;4459,132;74,3188666667;1674555744,655;0,657920358;5;0,66;3,3;0;0;0
6556;4459,931;74,3321833333;1674555745,462;0,66007936;5;0,66;3,3;0;0;0
6557;4460,736;74,3456;1674555746,259;0,666607561;5;0,66;3,3;0;0;0
6558;4461,531;74,35885;1674555747,041;0,534023246;5;0,53;2,65;0;0;0
6559;4462,331;74,3721833333;1674555747,838;0,447101892;5;0,49;2,45;0;0;0
6560;4463,131;74,3855166667;1674555748,636;0,446611824;5;0,45;2,25;0;0;0
6561;4463,931;74,39885;1674555749,449;0,445748037;5;0,45;2,25;0;0;0
6562;4464,732;74,4122;1674555750,245;0,445124863;5;0,45;2,25;0;0;0
6563;4465,53;74,4255;1674555751,042;0,446275338;5;0,44;2,2;0;0;0
6564;4466,33;74,4388333333;1674555751,855;0,667451801;5;0,67;3,35;0;0;0
6565;4467,131;74,4521833333;1674555752,657;0,666708553;5;0,67;3,35;0;0;0
6566;4467,932;74,4655333333;1674555753,485;0,666432104;5;0,67;3,35;0;0;0
6567;4468,731;74,47885;1674555754,269;0,66826067;5;0,67;3,35;0;0;0
6568;4469,531;74,4921833333;1674555755,073;0,668840096;5;0,67;3,35;0;0;0
6569;4470,331;74,5055166667;1674555755,885;0,667418757;5;0,67;3,35;0;0;0
6570;4471,131;74,51885;1674555756,673;0,66831838;5;0,67;3,35;0;0;0
6571;4471,931;74,5321833333;1674555757,47;0,670315887;5;0,67;3,35;0;0;0
6572;4472,731;74,5455166667;1674555758,287;0,669294329;5;0,67;3,35;0;0;0
6573;4473,532;74,5588666667;1674555759,054;0,668838234;5;0,67;3,35;0;0;0
6574;4474,331;74,5721833333;1674555759,867;0,670060847;5;0,67;3,35;0;0;0
6575;4475,13;74,5855;1674555761,838;0,670079463;5;0,67;3,35;0;0;0
6576;4476,44;74,6073333333;1674555761,991;0,448240267;5;0,5;2,5;0;0;0
6577;4476,731;74,6121833333;1674555762,259;0,446951567;5;0,5;2,5;0;0;0
6578;4477,531;74,6255166667;1674555763,071;0,446898046;5;0,45;2,25;0;0;0
6579;4478,33;74,6388333333;1674555763,867;0,446741671;5;0,45;2,25;0;0;0
6580;4479,131;74,6521833333;1674555764,665;0,446218559;5;0,45;2,25;0;0;0
6581;4479,931;74,6655166667;1674555765,463;0,445571184;5;0,45;2,25;0;0;0
6582;4480,732;74,6788666667;1674555766,261;0,676172977;5;0,67;3,35;0;0;0
6583;4481,531;74,6921833333;1674555767,058;0,674821914;5;0,67;3,35;0;0;0
6584;4482,332;74,7055333333;1674555767,871;0,675183531;5;0,68;3,4;0;0;0
6585;4483,13;74,7188333333;1674555768,668;0,676778931;5;0,68;3,4;0;0;0
6586;4483,931;74,7321833333;1674555769,465;0,676698882;5;0,68;3,4;0;0;0
6587;4484,731;74,7455166667;1674555770,262;0,67507742;5;0,68;3,4;0;0;0
6588;4485,535;74,7589166667;1674555771,075;0,677772565;5;0,68;3,4;0;0;0
6589;4486,333;74,7722166667;1674555771,891;0,675650796;5;0,68;3,4;0;0;0
6590;4487,133;74,78555;1674555772,656;0,676301894;5;0,68;3,4;0;0;0
6591;4487,931;74,79885;1674555773,469;0,674975031;5;0,68;3,4;0;0;0
6592;4488,731;74,8121833333;1674555774,264;0,676318183;5;0,68;3,4;0;0;0
6593;4489,532;74,8255333333;1674555775,061;0,678028071;5;0,68;3,4;0;0;0
6594;4490,331;74,83885;1674555775,878;0,535115545;5;0,68;3,4;0;0;0
6595;4491,136;74,8522666667;1674555776,658;0,448112281;5;0,53;2,65;0;0;0
6596;4491,931;74,8655166667;1674555777,456;0,447514704;5;0,45;2,25;0;0;0
6597;4492,73;74,8788333333;1674555778,269;0,446090107;5;0,45;2,25;0;0;0
6598;4493,532;74,8922;1674555779,097;0,446568076;5;0,45;2,25;0;0;0
6599;4494,331;74,9055166667;1674555779,894;0,446076611;5;0,45;2,25;0;0;0
6600;4495,131;74,91885;1674555780,677;0,487055296;5;0,44;2,2;0;0;0
6601;4495,935;74,93225;1674555781,48;0,658915389;5;0,66;3,3;0;0;0
6602;4496,738;74,9456333333;1674555782,276;0,658824635;5;0,66;3,3;0;0;0
6603;4497,534;74,9589;1674555783,09;0,658606362;5;0,66;3,3;0;0;0
6604;4498,332;74,9722;1674555783,873;0,659044305;5;0,66;3,3;0;0;0
6605;4499,131;74,9855166667;1674555784,641;0,65934449;5;0,66;3,3;0;0;0
6606;4499,931;74,99885;1674555785,439;0,659462237;5;0,66;3,3;0;0;0
6607;4500,731;75,0121833333;1674555786,237;0,660082618;5;0,66;3,3;0;0;0
6608;4501,531;75,0255166667;1674555787,045;0,659333786;5;0,66;3,3;0;0;0
6609;4502,33;75,0388333333;1674555787,858;0,660641101;5;0,66;3,3;0;0;0
6610;4503,131;75,0521833333;1674555788,672;0,660165925;5;0,66;3,3;0;0;0
6611;4503,931;75,0655166667;1674555789,469;0,661511869;5;0,66;3,3;0;0;0
6612;4504,731;75,07885;1674555790,282;0,535169067;5;0,66;3,3;0;0;0
6613;4505,531;75,0921833333;1674555791,08;0,447855379;5;0,51;2,55;0;0;0
6614;4506,338;75,1056333333;1674555791,89;0,446641609;5;0,45;2,25;0;0;0
6615;4507,131;75,11885;1674555792,658;0,447100031;5;0,45;2,25;0;0;0
6616;4507,931;75,1321833333;1674555793,455;0,457068951;5;0,45;2,25;0;0;0
6617;4508,731;75,1455166667;1674555794,268;0,445434355;5;0,45;2,25;0;0;0
6618;4509,531;75,15885;1674555795,048;0,44612734;5;0,44;2,2;0;0;0
6619;4510,331;75,1721833333;1674555795,846;0,658298731;5;0,66;3,3;0;0;0
6620;4511,131;75,1855166667;1674555796,644;0,659301673;5;0,66;3,3;0;0;0
6621;4511,931;75,19885;1674555797,442;0,658837667;5;0,66;3,3;0;0;0
6622;4512,731;75,2121833333;1674555798,27;0,659811754;5;0,66;3,3;0;0;0
6623;4513,531;75,2255166667;1674555799,052;0,659405458;5;0,66;3,3;0;0;0
6624;4514,341;75,2390166667;1674555799,849;0,659734497;5;0,66;3,3;0;0;0
6625;4515,131;75,2521833333;1674555800,67;0,660222239;5;0,66;3,3;0;0;0
6626;4515,931;75,2655166667;1674555801,466;0,659947652;5;0,66;3,3;0;0;0
6627;4516,731;75,27885;1674555802,292;0,656841556;5;0,66;3,3;0;0;0
6628;4517,534;75,2922333333;1674555803,073;0,660991084;5;0,66;3,3;0;0;0
6629;4518,332;75,3055333333;1674555803,888;0,661295922;5;0,66;3,3;0;0;0
6630;4519,132;75,3188666667;1674555804,678;0,534620823;5;0,66;3,3;0;0;0
6631;4519,936;75,3322666667;1674555805,489;0,494572477;5;0,49;2,45;0;0;0
6632;4520,731;75,3455166667;1674555806,257;0,447074434;5;0,45;2,25;0;0;0
6633;4521,531;75,35885;1674555807,054;0,446921782;5;0,45;2,25;0;0;0
6634;4522,331;75,3721833333;1674555807,843;0,446130132;5;0,45;2,25;0;0;0
6635;4523,131;75,3855166667;1674555808,639;0,446034725;5;0,44;2,2;0;0;0
6636;4523,931;75,39885;1674555809,451;0,445923493;5;0,45;2,25;0;0;0
6637;4524,731;75,4121833333;1674555810,247;0,657800285;5;0,66;3,3;0;0;0
6638;4525,531;75,4255166667;1674555811,09;0,658181449;5;0,66;3,3;0;0;0
6639;4526,331;75,43885;1674555811,888;0,658070218;5;0,66;3,3;0;0;0
6640;4527,131;75,4521833333;1674555812,671;0,658116758;5;0,66;3,3;0;0;0
6641;4527,931;75,4655166667;1674555813,483;0,660144982;5;0,66;3,3;0;0;0
6642;4528,731;75,47885;1674555814,251;0,659649329;5;0,66;3,3;0;0;0
6643;4529,532;75,4922;1674555815,064;0,659604185;5;0,66;3,3;0;0;0
6644;4530,331;75,5055166667;1674555815,846;0,660681591;5;0,66;3,3;0;0;0
6645;4531,13;75,5188333333;1674555816,644;0,660202692;5;0,66;3,3;0;0;0
6646;4531,931;75,5321833333;1674555817,443;0,659976041;5;0,66;3,3;0;0;0
6647;4532,732;75,5455333333;1674555818,256;0,661180503;5;0,66;3,3;0;0;0
6648;4533,531;75,55885;1674555819,083;0,53620738;5;0,66;3,3;0;0;0
6649;4534,331;75,5721833333;1674555819,881;0,495095124;5;0,49;2,45;0;0;0
6650;4535,139;75,58565;1674555820,671;0,446840802;5;0,45;2,25;0;0;0
6651;4535,931;75,59885;1674555821,427;0,446126409;5;0,45;2,25;0;0;0
6652;4536,731;75,6121833333;1674555822,242;0,447200558;5;0,45;2,25;0;0;0
6653;4537,532;75,6255333333;1674555823,061;0,447415108;5;0,45;2,25;0;0;0
6654;4538,331;75,63885;1674555823,874;0,445627963;5;0,45;2,25;0;0;0
6655;4539,132;75,6522;1674555824,687;0,658660348;5;0,66;3,3;0;0;0
6656;4539,931;75,6655166667;1674555825,47;0,660860306;5;0,66;3,3;0;0;0
6657;4540,73;75,6788333333;1674555826,251;0,66019478;5;0,66;3,3;0;0;0
6658;4541,531;75,6921833333;1674555827,05;0,659365898;5;0,66;3,3;0;0;0
6659;4542,331;75,7055166667;1674555827,848;0,659777314;5;0,66;3,3;0;0;0
6660;4543,131;75,71885;1674555828,661;0,661526297;5;0,66;3,3;0;0;0
6661;4543,932;75,7322;1674555829,474;0,660751402;5;0,66;3,3;0;0;0
6662;4544,732;75,7455333333;1674555830,287;0,661792507;5;0,66;3,3;0;0;0
6663;4545,531;75,75885;1674555831,055;0,662066163;5;0,66;3,3;0;0;0
6664;4546,331;75,7721833333;1674555831,838;0,662008919;5;0,66;3,3;0;0;0
6665;4547,131;75,7855166667;1674555834,07;0,662113169;5;0,53;2,65;0;0;0
6666;4548,672;75,8112;1674555834,183;0,447298292;5;0,53;2,65;0;0;0
6667;4548,785;75,8130833333;1674555834,305;0,447402077;5;0,5;2,5;0;0;0
6668;4549,531;75,8255166667;1674555835,086;0,446300469;5;0,45;2,25;0;0;0
6669;4550,331;75,83885;1674555835,881;0,446310243;5;0,45;2,25;0;0;0
6670;4551,139;75,8523166667;1674555836,663;0,446212043;5;0,45;2,25;0;0;0
6671;4551,931;75,8655166667;1674555837,447;0,445865784;5;0,45;2,25;0;0;0
6672;4552,731;75,87885;1674555838,261;0,445710339;5;0,44;2,2;0;0;0
6673;4553,531;75,8921833333;1674555839,072;0,657499635;5;0,66;3,3;0;0;0
6674;4554,331;75,9055166667;1674555839,886;0,659297484;5;0,66;3,3;0;0;0
6675;4555,131;75,91885;1674555840,652;0,65866826;5;0,66;3,3;0;0;0
6676;4555,933;75,9322166667;1674555841,45;0,658466276;5;0,66;3,3;0;0;0
6677;4556,731;75,9455166667;1674555842,247;0,658410427;5;0,66;3,3;0;0;0
6678;4557,53;75,9588333333;1674555843,075;0,658300127;5;0,66;3,3;0;0;0
6679;4558,333;75,9722166667;1674555843,893;0,658326655;5;0,66;3,3;0;0;0
6680;4559,131;75,9855166667;1674555844,676;0,660201296;5;0,66;3,3;0;0;0
6681;4559,934;75,9989;1674555845,49;0,660776068;5;0,66;3,3;0;0;0
6682;4560,731;76,0121833333;1674555846,258;0,65933332;5;0,66;3,3;0;0;0
6683;4561,532;76,0255333333;1674555847,041;0,66000955;5;0,66;3,3;0;0;0
6684;4562,331;76,03885;1674555847,869;0,660651805;5;0,66;3,3;0;0;0
6685;4563,132;76,0522;1674555848,696;0,495209613;5;0,53;2,65;0;0;0
6686;4563,931;76,0655166667;1674555849,48;0,446720262;5;0,45;2,25;0;0;0
6687;4564,738;76,0789666667;1674555850,26;0,446636955;5;0,45;2,25;0;0;0
6688;4565,531;76,0921833333;1674555851,041;0,445755018;5;0,45;2,25;0;0;0
6689;4566,331;76,1055166667;1674555851,859;0,448021062;5;0,45;2,25;0;0;0
6690;4567,13;76,1188333333;1674555852,671;0,446018901;5;0,44;2,2;0;0;0
6691;4567,931;76,1321833333;1674555853,513;0,654738402;5;0,66;3,3;0;0;0
6692;4568,731;76,1455166667;1674555854,265;0,658472326;5;0,66;3,3;0;0;0
6693;4569,531;76,15885;1674555855,03;0,658383899;5;0,66;3,3;0;0;0
6694;4570,331;76,1721833333;1674555855,843;0,660346501;5;0,66;3,3;0;0;0
6695;4571,131;76,1855166667;1674555856,672;0,658820447;5;0,66;3,3;0;0;0
6696;4571,93;76,1988333333;1674555857,474;0,658564475;5;0,66;3,3;0;0;0
6697;4572,733;76,2122166667;1674555858,271;0,658215889;5;0,66;3,3;0;0;0
6698;4573,532;76,2255333333;1674555859,052;0,659808031;5;0,66;3,3;0;0;0
6699;4574,331;76,23885;1674555859,849;0,659920193;5;0,66;3,3;0;0;0
6700;4575,131;76,2521833333;1674555860,677;0,659391496;5;0,66;3,3;0;0;0
6701;4575,935;76,2655833333;1674555861,489;0,661216804;5;0,66;3,3;0;0;0
6702;4576,731;76,27885;1674555862,241;0,659913677;5;0,66;3,3;0;0;0
6703;4577,532;76,2922;1674555863,07;0,494561307;5;0,53;2,65;0;0;0
6704;4578,332;76,3055333333;1674555863,867;0,447836763;5;0,45;2,25;0;0;0
6705;4579,131;76,31885;1674555864,68;0,446454052;5;0,45;2,25;0;0;0
6706;4579,938;76,3323;1674555865,492;0,445669849;5;0,45;2,25;0;0;0
6707;4580,734;76,3455666667;1674555866,242;0,445435752;5;0,45;2,25;0;0;0
6708;4581,532;76,3588666667;1674555867,07;0,445555825;5;0,44;2,2;0;0;0
6709;4582,332;76,3722;1674555867,871;0,657696965;5;0,66;3,3;0;0;0
6710;4583,13;76,3855;1674555868,684;0,658633355;5;0,66;3,3;0;0;0
6711;4583,931;76,39885;1674555869,468;0,65867943;5;0,66;3,3;0;0;0
6712;4584,731;76,4121833333;1674555870,241;0,661094869;5;0,66;3,3;0;0;0
6713;4585,531;76,4255166667;1674555871,054;0,659763352;5;0,66;3,3;0;0;0
6714;4586,33;76,4388333333;1674555871,882;0,65938498;5;0,66;3,3;0;0;0
6715;4587,131;76,4521833333;1674555872,681;0,659391961;5;0,66;3,3;0;0;0
6716;4587,939;76,46565;1674555873,462;0,660320439;5;0,66;3,3;0;0;0
6717;4588,736;76,4789333333;1674555874,251;0,660307408;5;0,66;3,3;0;0;0
6718;4589,531;76,4921833333;1674555875,065;0,660053763;5;0,66;3,3;0;0;0
6719;4590,331;76,5055166667;1674555875,877;0,659975576;5;0,66;3,3;0;0;0
6720;4591,135;76,5189166667;1674555876,672;0,671951777;5;0,66;3,3;0;0;0
6721;4591,93;76,5321666667;1674555877,437;0,535622369;5;0,53;2,65;0;0;0
6722;4592,731;76,5455166667;1674555878,295;0,446633698;5;0,49;2,45;0;0;0
6723;4593,531;76,55885;1674555879,079;0,445616328;5;0,45;2,25;0;0;0
6724;4594,337;76,5722833333;1674555879,861;0,445766653;5;0,45;2,25;0;0;0
6725;4595,13;76,5855;1674555880,643;0,446076611;5;0,45;2,25;0;0;0
6726;4595,93;76,5988333333;1674555881,472;0,445685207;5;0,44;2,2;0;0;0
6727;4596,73;76,6121666667;1674555882,283;0,67354578;5;0,61;3,05;0;0;0
6728;4597,531;76,6255166667;1674555883,05;0,675500471;5;0,68;3,4;0;0;0
6729;4598,331;76,63885;1674555883,847;0,675468358;5;0,67;3,35;0;0;0
6730;4599,131;76,6521833333;1674555884,661;0,676845949;5;0,68;3,4;0;0;0
6731;4599,931;76,6655166667;1674555885,496;0,675228675;5;0,68;3,4;0;0;0
6732;4600,731;76,67885;1674555886,279;0,67580624;5;0,68;3,4;0;0;0
6733;4601,537;76,6922833333;1674555887,061;0,677289478;5;0,68;3,4;0;0;0
6734;4602,331;76,7055166667;1674555887,857;0,676373566;5;0,68;3,4;0;0;0
6735;4603,131;76,71885;1674555888,685;0,676695159;5;0,68;3,4;0;0;0
6736;4603,931;76,7321833333;1674555890,708;0,676371704;5;0,68;3,4;0;0;0
6737;4605,31;76,7551666667;1674555890,83;0,678146749;5;0,68;3,4;0;0;0
6738;4605,532;76,7588666667;1674555891,066;0,677478431;5;0,68;3,4;0;0;0
6739;4606,331;76,7721833333;1674555891,878;0,535665186;5;0,54;2,7;0;0;0
6740;4607,136;76,7856;1674555892,644;0,537048827;5;0,53;2,65;0;0;0
6741;4607,932;76,7988666667;1674555893,473;0,448544175;5;0,45;2,25;0;0;0
6742;4608,732;76,8122;1674555894,287;0,446406581;5;0,45;2,25;0;0;0
6743;4609,531;76,8255166667;1674555895,07;0,446616478;5;0,45;2,25;0;0;0
6744;4610,331;76,83885;1674555895,851;0,446169691;5;0,45;2,25;0;0;0
6745;4611,131;76,8521833333;1674555896,644;0,65684714;5;0,44;2,2;0;0;0
6746;4611,93;76,8655;1674555897,487;0,658286165;5;0,66;3,3;0;0;0
6747;4612,731;76,87885;1674555898,272;0,658401119;5;0,66;3,3;0;0;0
6748;4613,53;76,8921666667;1674555899,053;0,659614423;5;0,66;3,3;0;0;0
6749;4614,331;76,9055166667;1674555899,884;0,659982557;5;0,66;3,3;0;0;0
6750;4615,131;76,91885;1674555900,665;0,660171976;5;0,66;3,3;0;0;0
6751;4615,932;76,9322;1674555901,449;0,658569595;5;0,66;3,3;0;0;0
6752;4616,731;76,9455166667;1674555902,291;0,661098126;5;0,66;3,3;0;0;0
6753;4617,534;76,9589;1674555903,086;0,65982432;5;0,66;3,3;0;0;0
6754;4618,331;76,9721833333;1674555903,84;0,660755125;5;0,66;3,3;0;0;0
6755;4619,131;76,9855166667;1674555904,653;0,660262729;5;0,66;3,3;0;0;0
6756;4619,93;76,9988333333;1674555905,484;0,661184226;5;0,66;3,3;0;0;0
6757;4620,731;77,0121833333;1674555906,254;0,535042012;5;0,54;2,7;0;0;0
6758;4621,531;77,0255166667;1674555907,053;0,44744024;5;0,49;2,45;0;0;0
6759;4622,331;77,03885;1674555907,897;0,446784023;5;0,45;2,25;0;0;0
6760;4623,132;77,0522;1674555908,664;0,446413562;5;0,45;2,25;0;0;0
6761;4623,931;77,0655166667;1674555909,446;0,445638202;5;0,45;2,25;0;0;0
6762;4624,731;77,07885;1674555910,304;0,446298142;5;0,45;2,25;0;0;0
6763;4625,531;77,0921833333;1674555911,086;0,49440307;5;0,44;2,2;0;0;0
6764;4626,331;77,1055166667;1674555911,855;0,659598134;5;0,66;3,3;0;0;0
6765;4627,131;77,11885;1674555912,667;0,658994973;5;0,66;3,3;0;0;0
6766;4627,931;77,1321833333;1674555913,465;0,658895842;5;0,66;3,3;0;0;0
6767;4628,73;77,1455;1674555914,276;0,659374276;5;0,66;3,3;0;0;0
6768;4629,534;77,1589;1674555915,074;0,659029413;5;0,66;3,3;0;0;0
6769;4630,333;77,1722166667;1674555915,857;0,658994507;5;0,66;3,3;0;0;0
6770;4631,131;77,1855166667;1674555916,7;0,660473091;5;0,66;3,3;0;0;0
6771;4631,931;77,19885;1674555917,466;0,659592549;5;0,66;3,3;0;0;0
6772;4632,731;77,2121833333;1674555918,233;0,65951762;5;0,66;3,3;0;0;0
6773;4633,531;77,2255166667;1674555919,078;0,659607442;5;0,66;3,3;0;0;0
6774;4634,336;77,2389333333;1674555919,882;0,66125869;5;0,66;3,3;0;0;0
6775;4635,14;77,2523333333;1674555920,647;0,535367794;5;0,6;3;0;0;0
6776;4635,932;77,2655333333;1674555921,46;0,493099478;5;0,53;2,65;0;0;0
6777;4636,731;77,27885;1674555922,288;0,446829167;5;0,45;2,25;0;0;0
